ID,Source,Severity,Start_Time,End_Time,Start_Lat,Start_Lng,End_Lat,End_Lng,Distance(mi),Description,Street,City,County,State,Zipcode,Country,Timezone,Airport_Code,Weather_Timestamp,Temperature(F),Wind_Chill(F),Humidity(%),Pressure(in),Visibility(mi),Wind_Direction,Wind_Speed(mph),Precipitation(in),Weather_Condition,Amenity,Bump,Crossing,Give_Way,Junction,No_Exit,Railway,Roundabout,Station,Stop,Traffic_Calming,Traffic_Signal,Turning_Loop,Sunrise_Sunset,Civil_Twilight,Nautical_Twilight,Astronomical_Twilight,Hour,Weather_Condition_Encoded
A-615976,Source2,1,2022-05-20 07:33:18,2022-05-20 08:18:05,39.864578,-105.224632,,,0.0,Crash on CO-72 at Hallett St.,Coal Creek Canyon Rd,Arvada,Jefferson,CO,80007-8223,US,US/Mountain,KBJC,2022-05-20 06:45:00,37.0,31.0,93.0,24.18,10.0,ESE,8.0,0.0,Light Rain,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,7.0,15
A-636005,Source3,3,2022-04-27 13:36:18,2022-04-27 14:54:32,40.620499,-111.903709,,,0.0,Lane blocked due to crash on I-15 Northbound at Exits 294A-C 295 297 298 I-215 Exit 12.,I-15,Midvale,Salt Lake,UT,84047,US,US/Mountain,KU42,2022-04-27 13:54:00,70.0,70.0,26.0,25.53,10.0,N,10.0,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,13.0,18
A-638569,Source2,3,2022-04-25 12:51:06,2022-04-25 13:37:18,33.887459,-118.10453,,,0.0,Lane blocked due to crash on I-605 Southbound at Exit 7B Alondra Blvd.,Alondra Blvd,Norwalk,Los Angeles,CA,90650,US,US/Pacific,KFUL,2022-04-25 12:53:00,88.0,88.0,11.0,29.84,10.0,S,9.0,0.0,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,12.0,22
A-642905,Source2,2,2022-04-21 09:19:21,2022-04-21 09:48:59,42.841129,-86.138023,,,0.0,Crash on 144th Ave at Quincy St.,144th Ave,Holland,Ottawa,MI,49424,US,US/Eastern,KBIV,2022-04-21 08:53:00,48.0,44.0,86.0,29.3,10.0,W,9.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,9.0,1
A-642951,Source2,3,2022-04-21 07:50:26,2022-04-21 08:49:42,33.46138,-112.08989,,,0.0,Right lane blocked due to crash on I-10 Eastbound near 7th Ave.,I-10,Phoenix,Maricopa,AZ,85007,US,US/Mountain,KPHX,2022-04-21 07:51:00,67.0,67.0,26.0,28.71,10.0,E,8.0,0.0,Fair,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day,7.0,5
A-649203,Source2,2,2022-04-15 07:35:12,2022-04-15 08:19:29,29.937803,-95.432014,,,0.0,Crash on TX-8-BELTWAY Sam Houston Pkwy Westbound at Ella Blvd.,N Sam Houston Tollway E,Houston,Harris,TX,77038,US,US/Central,KIAH,2022-04-15 07:41:00,66.0,66.0,93.0,29.81,2.0,ESE,12.0,0.0,Fog,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,7.0,7
A-650410,Source2,3,2022-04-14 12:53:39,2022-04-14 13:38:09,32.798794,-96.819542,,,0.0,Right lane blocked due to crash on I-35E Southbound at Oak Lawn Ave.,N Stemmons Fwy,Dallas,Dallas,TX,75207,US,US/Central,KDAL,2022-04-14 12:53:00,71.0,71.0,25.0,29.59,10.0,E,10.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,12.0,5
A-663717,Source2,2,2022-04-01 18:26:53,2022-04-01 19:22:00,33.196655,-87.52597800000002,,,0.0,Lane blocked due to crash on US-82 Mcfarland Blvd Eastbound at 15th St.,McFarland Blvd E,Tuscaloosa,Tuscaloosa,AL,35404-5806,US,US/Central,KTCL,2022-04-01 18:53:00,64.0,64.0,35.0,29.87,10.0,N,5.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,18.0,5
A-681340,Source2,3,2022-03-10 19:37:03,2022-03-10 20:06:03,39.605495,-77.730385,,,0.0,Left lane closed due to crash on I-70 Eastbound after MD-65.,I-70 W,Hagerstown,Washington,MD,21740,US,US/Eastern,KHGR,2022-03-10 19:53:00,46.0,43.0,50.0,29.34,10.0,SSE,6.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Day,19.0,1
A-705627,Source2,2,2022-02-17 22:40:37,2022-02-17 23:10:11,41.306183,-73.033752,,,6.119999885559082,Right lane blocked due to crash on CT-15 Westbound from Exit 59 CT-69 Whalley Ave to Exits 57 58 CT-34 Derby Ave.,Derby Ave,Orange,New Haven,CT,06477,US,US/Eastern,KHVN,2022-02-17 22:48:00,54.0,54.0,94.0,29.73,2.0,SSW,16.0,0.01,Light Rain,False,False,False,False,True,False,False,False,False,False,False,False,False,Night,Night,Night,Night,22.0,15
A-712167,Source2,3,2022-02-13 12:33:40,2022-02-13 13:33:00,39.22717700000001,-76.663666,,,0.0,Lane blocked due to crash on I-695 Southbound at Exit 8B Hammonds Ferry Rd.,I-695 E,Linthicum Heights,Anne Arundel,MD,21090,US,US/Eastern,KBWI,2022-02-13 12:35:00,33.0,27.0,78.0,29.96,3.0,N,7.0,0.0,Light Snow,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,12.0,17
A-717557,Source2,3,2022-02-08 13:56:30,2022-02-08 14:42:38,34.024059,-117.335464,,,0.0,#1 lane blocked due to crash on I-215 Southbound at Exit 37 Iowa Ave.,I-215 S,Colton,San Bernardino,CA,92324,US,US/Pacific,KSBD,2022-02-08 13:59:00,79.0,79.0,11.0,28.88,10.0,CALM,0.0,0.0,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,13.0,22
A-719913,Source2,2,2022-02-07 07:55:04,2022-02-07 08:38:51,35.60916500000001,-97.551056,,,0.0,Crash on John Kilpatrick Tpke at Pennsylvania Ave.,John Kilpatrick Tpke W,Oklahoma City,Oklahoma,OK,73134,US,US/Central,KPWA,2022-02-07 07:53:00,25.0,25.0,81.0,29.02,10.0,CALM,0.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,7.0,5
A-727245,Source2,2,2022-02-01 10:32:01,2022-02-01 11:01:40,35.320782,-80.95255300000002,,,0.0,One lane blocked due to accident on Mt Holly-Huntersville Rd at Rozzelles Ferry Rd.,Bellhaven Blvd,Charlotte,Mecklenburg,NC,28214-8794,US,US/Eastern,KCLT,2022-02-01 10:52:00,43.0,43.0,60.0,29.63,10.0,ENE,3.0,0.0,Partly Cloudy,False,False,False,False,False,False,False,False,True,False,False,True,False,Day,Day,Day,Day,10.0,22
A-751686,Source2,2,2022-01-11 06:01:38,2022-01-11 06:46:15,29.74091,-95.52137,,,0.0,Accident on Woodway Dr at Fondren Rd.,Woodway Dr,Houston,Harris,TX,77063,US,US/Central,KMCJ,2022-01-11 05:53:00,46.0,41.0,47.0,30.49,10.0,NNE,9.0,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Day,6.0,18
A-753880,Source2,3,2022-01-08 09:03:39,2022-01-08 09:50:09,33.007217,-96.97187,,,0.0,Three lanes blocked due to accident on I-35 Southbound at Exit 448B / FM-3040 Round Grove Rd.,Hebron Pkwy,Lewisville,Denton,TX,75057-5001,US,US/Central,KDFW,2022-01-08 08:53:00,47.0,42.0,93.0,29.35,4.0,SSE,10.0,0.01,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,9.0,1
A-755316,Source2,2,2022-01-04 12:25:24,2022-01-04 13:10:10,47.037811,-122.760521,,,0.0,Right lane blocked due to accident on WA-510 Pacific Ave Eastbound at Sitka St.,Sitka St SE,Olympia,Thurston,WA,98513-2052,US,US/Pacific,KOLM,2022-01-04 12:49:00,39.0,34.0,87.0,29.79,10.0,WSW,7.0,0.01,Light Rain,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,12.0,15
A-776717,Source3,2,2021-12-16 05:39:09,2021-12-16 06:08:54,39.8307,-121.600571,,,0.0,Accident on Cumberland Rd at Tulane Ct.,Tulane Ct,Magalia,Butte,CA,95954-9614,US,US/Pacific,KCIC,2021-12-16 05:35:00,45.0,40.0,87.0,29.77,5.0,SSE,8.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night,5.0,1
A-778953,Source2,2,2021-12-14 06:30:00,2021-12-14 08:06:36,30.23243,-97.627434,,,0.0,Accident on Harold Green Rd at FM-973.,S FM 973,Austin,Travis,TX,78725,US,US/Central,KAUS,2021-12-14 06:53:00,59.0,59.0,100.0,29.62,0.5,CALM,0.0,0.0,Fog,False,False,False,False,False,False,False,False,False,False,False,True,False,Night,Night,Day,Day,6.0,7
A-779397,Source2,2,2021-12-14 18:40:13,2021-12-14 19:09:58,34.891289,-82.40358,,,0.0,Accident on SC-291 Pleasantburg Dr at SC-253 State Park Rd.,State Park Rd,Greenville,Greenville,SC,29609,US,US/Eastern,KGMU,2021-12-14 18:53:00,55.0,55.0,42.0,29.31,10.0,E,5.0,0.0,Fair,False,False,True,False,False,True,False,False,False,False,False,True,False,Night,Night,Night,Day,18.0,5
A-789811,Source2,3,2021-12-07 16:02:56,2021-12-07 16:32:17,35.825378,-78.621483,,,0.0,Lane blocked due to accident on I-440 Cliff Benson Beltline Westbound at Exit 10 Wake Forest Rd.,I-440 E,Raleigh,Wake,NC,27609,US,US/Eastern,KRDU,2021-12-07 15:51:00,50.0,50.0,29.0,29.71,10.0,CALM,0.0,0.0,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,16.0,22
A-791605,Source2,2,2021-12-06 10:07:02,2021-12-06 10:36:47,29.93297,-95.584885,,,0.0,Accident on Jones Rd at FM-1960.,Jones Rd,Houston,Harris,TX,77070-6301,US,US/Central,KDWH,2021-12-06 09:53:00,77.0,77.0,84.0,29.84,10.0,SW,12.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day,10.0,1
A-797923,Source2,2,2021-12-01 05:47:55,2021-12-01 06:32:50,41.711342,-122.593651,,,0.0,Main roadway closed due to accident on Oberlin Rd at Phillipe Ln.,Oberlin Rd,Montague,Siskiyou,CA,96064-9278,US,US/Pacific,KSIY,2021-12-01 05:53:00,31.0,31.0,92.0,27.58,0.25,CALM,0.0,0.0,Fog,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Day,5.0,7
A-804521,Source2,2,2021-11-25 08:45:30,2021-11-25 09:15:14,36.062672,-86.630768,,,0.0,Accident on Hamilton Church Rd at Hamilton Xing.,Hamilton Xing,Antioch,Davidson,TN,37013-8407,US,US/Central,KBNA,2021-11-25 08:53:00,47.0,44.0,71.0,29.56,2.0,WSW,6.0,0.09,Light Rain,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,8.0,15
A-806481,Source2,2,2021-11-23 04:12:12,2021-11-23 04:41:53,30.14539000000001,-97.766052,,,0.0,Accident on Old Lockhart Rd at Cheryl Lynn Rd.,Old Lockhart Rd,Austin,Travis,TX,78747,US,US/Central,KAUS,2021-11-23 03:53:00,39.0,39.0,82.0,29.63,10.0,CALM,0.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night,4.0,5
A-807887,Source2,2,2021-11-22 05:24:52,2021-11-22 06:26:19,43.09288400000001,-88.90786,,,14.619999885559082,Left hand shoulder blocked due to accident on I-94 Eastbound between Exit 250 WI-73 and Exit 259 WI-89.,I-94 W,Lake Mills,Jefferson,WI,53551,US,US/Central,KRYV,2021-11-22 05:15:00,19.0,11.0,62.0,29.26,10.0,WNW,6.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Day,5.0,5
A-836380,Source2,2,2021-11-02 22:29:59,2021-11-02 23:29:33,42.049149,-71.88580300000002,,,0.0,Accident on MA-12 Main St at Pleasant St.,Pleasant St,Webster,Worcester,MA,01570-2214,US,US/Eastern,KORH,2021-11-02 22:54:00,43.0,39.0,68.0,29.04,10.0,NNW,6.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,True,False,Night,Night,Night,Night,22.0,1
A-847171,Source2,2,2021-10-22 06:27:39,2021-10-22 07:23:23,42.962971,-85.540161,,,0.0,Accident on M-21 Fulton St at Spaulding Ave.,Fulton St E,Ada,Kent,MI,49301-9158,US,US/Eastern,KGRR,2021-10-22 06:53:00,39.0,39.0,96.0,29.08,10.0,CALM,0.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night,6.0,1
A-848152,Source2,2,2021-10-22 13:58:26,2021-10-22 15:00:00,38.22337,-85.578781,,,0.0,Delays easing due to accident on KY-1747 Hurstbourne Pkwy at I-64. No recent updates.,S Hurstbourne Pkwy,Louisville,Jefferson,KY,40299,US,US/Eastern,KLOU,2021-10-22 13:53:00,58.0,58.0,72.0,29.46,10.0,SW,8.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,13.0,1
A-850912,Source2,2,2021-10-25 09:56:13,2021-10-25 11:11:58,39.740952,-86.288872,,,0.0,Accident on Girls School Rd at US-40 Washington St.,W Washington St,Indianapolis,Marion,IN,46241-2813,US,US/Eastern,KIND,2021-10-25 09:54:00,56.0,56.0,90.0,28.81,10.0,WSW,15.0,0.07,Light Rain,False,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day,9.0,15
A-863130,Source2,2,2021-10-13 17:51:48,2021-10-13 18:51:35,35.07288,-106.586197,,,0.0,Accident on Zuni Rd at San Mateo Blvd.,San Mateo Blvd SE,Albuquerque,Bernalillo,NM,87108,US,US/Mountain,KABQ,2021-10-13 17:52:00,63.0,63.0,18.0,24.53,10.0,W,16.0,0.0,Fair,False,False,True,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day,17.0,5
A-888328,Source2,3,2021-09-22 20:13:42,2021-09-22 20:43:23,34.065926,-118.156204,,,0.0,Lane blocked due to accident on I-10 Westbound after Garvey Ave.,I-10 W,Alhambra,Los Angeles,CA,91803,US,US/Pacific,KCQT,2021-09-22 19:52:00,75.0,75.0,46.0,29.74,10.0,CALM,0.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night,20.0,1
A-908803,Source2,2,2021-09-08 08:45:51,2021-09-08 09:45:42,34.714141999999995,-79.831436,,,0.0,Accident on SC-9 at Hickson Rd.,Highway 9 W,Wallace,Marlboro,SC,29596-8647,US,US/Eastern,KCQW,2021-09-08 08:55:00,77.0,77.0,89.0,29.69,9.0,SW,3.0,0.0,Thunder in the Vicinity,False,False,False,False,False,False,False,False,False,True,False,False,False,Day,Day,Day,Day,8.0,32
A-917859,Source2,2,2021-08-31 19:26:38,2021-08-31 20:26:24,34.699772,-82.889381,,,0.0,Accident on US-123 Clemson Blvd at US-76.,Clemson Blvd,Seneca,Oconee,SC,29678-4531,US,US/Eastern,KCEU,2021-08-31 19:40:00,74.0,74.0,93.0,28.77,10.0,SSE,8.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,19.0,1
A-920656,Source2,3,2021-08-28 13:32:50,2021-08-28 14:17:51,34.081791,-117.722946,,,0.0,Lane blocked due to accident on I-10 Westbound at Exit 47 Indian Hill Blvd.,I-10 W,Claremont,Los Angeles,CA,91711,US,US/Pacific,KPOC,2021-08-28 13:47:00,93.0,93.0,26.0,28.73,10.0,WSW,13.0,,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,13.0,5
A-922073,Source2,2,2021-08-27 06:11:58,2021-08-27 06:41:40,41.469177,-81.65966800000002,,,0.0,Accident on I-77 Southbound at Exit 160 Pershing Ave.,I-77 S,Cleveland,Cuyahoga,OH,44127,US,US/Eastern,KBKL,2021-08-27 05:53:00,75.0,75.0,84.0,29.45,10.0,S,5.0,0.0,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Day,Day,6.0,22
A-929225,Source2,2,2021-08-22 06:18:20,2021-08-22 07:55:31,29.608578,-98.467926,,,0.0,Three lanes blocked due to accident on Tx-1604-Loop Eastbound at Us-281.,N Loop 1604 E,San Antonio,Bexar,TX,78232-1588,US,US/Central,KSAT,2021-08-22 05:51:00,79.0,79.0,88.0,29.14,10.0,SSE,7.0,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,True,False,Night,Night,Day,Day,6.0,18
A-945779,Source2,3,2021-08-05 09:13:09,2021-08-05 09:57:42,40.215782,-76.881584,,,0.0,Lane blocked due to accident on I-83 Northbound near Exit 40A Limekiln Rd.,I-83 S,Camp Hill,York,PA,17011,US,US/Eastern,KCXY,2021-08-05 08:56:00,70.0,70.0,71.0,29.76,10.0,W,7.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,9.0,5
A-953368,Source2,2,2021-07-29 22:03:20,2021-07-29 23:02:58,44.81469,-93.043266,,,0.0,Accident on US-52 Southbound at CR-56 Concord Blvd.,Courthouse Blvd,Inver Grove Heights,Dakota,MN,55077,US,US/Central,KSGS,2021-07-29 21:55:00,74.0,74.0,57.0,29.24,5.0,NNE,7.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Day,22.0,5
A-955882,Source2,2,2021-07-28 10:16:39,2021-07-28 11:01:19,36.090054,-80.256271,,,0.0,Accident on US-158 Salem Pkwy Westbound at NC-150 Peters Creek Pkwy.,Salem Pkwy,Winston Salem,Forsyth,NC,27101,US,US/Eastern,KINT,2021-07-28 09:54:00,83.0,83.0,67.0,29.0,10.0,NNE,8.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,10.0,5
A-969630,Source2,2,2021-07-13 06:44:28,2021-07-13 07:28:46,41.496471,-81.677116,,,0.0,Accident on I-90 Eastbound at 22nd St.,I-90 E,Cleveland,Cuyahoga,OH,44115,US,US/Eastern,KBKL,2021-07-13 06:53:00,75.0,75.0,82.0,29.44,10.0,SSE,15.0,0.01,Light Rain,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,6.0,15
A-985866,Source3,2,2021-06-29 08:20:29,2021-06-29 09:17:53,34.582241,-82.80809,,,0.0,Accident on SC-187 at Bainbridge Dr.,Highway 187,Anderson,Anderson,SC,29625-6526,US,US/Eastern,KAND,2021-06-29 08:22:00,73.0,73.0,96.0,29.39,2.0,NE,7.0,0.02,Light Rain,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,8.0,15
A-988888,Source2,2,2021-06-26 23:14:49,2021-06-27 00:28:54,41.045124,-73.77005799999998,,,0.0,Lane blocked due to accident on NY-22 Broadway Westbound at I-287 Cross Westchester Expy Exit 6.,Westview Ave,White Plains,Westchester,NY,10603-3500,US,US/Eastern,KHPN,2021-06-26 22:56:00,72.0,72.0,91.0,29.7,10.0,S,5.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night,23.0,5
A-991119,Source2,2,2021-06-24 17:54:01,2021-06-24 20:14:25,42.522961,-70.98224599999998,,,0.0,Accident on MA-128 Southbound at I-95.,I-95 N,Peabody,Essex,MA,01960,US,US/Eastern,KBVY,2021-06-24 17:53:00,67.0,67.0,57.0,30.25,10.0,ESE,13.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,17.0,5
A-1005681,Source2,2,2021-06-14 07:20:34,2021-06-14 07:55:00,43.524658,-91.771118,,,4.380000114440918,Accident on MN-44 between CR-34 and CR-28 Maple St.,Maple St N,Mabel,Fillmore,MN,55954,US,US/Central,KDEH,2021-06-14 07:15:00,64.0,64.0,77.0,28.82,10.0,N,6.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,7.0,5
A-1005889,Source2,2,2021-06-14 16:33:10,2021-06-14 18:20:28,30.423531,-91.151344,,,0.0,Accident on LA-427 Acadian Thwy at I-10 Exit 157B.,S Acadian Trwy,Baton Rouge,East Baton Rouge,LA,70808,US,US/Central,KBTR,2021-06-14 16:53:00,90.0,90.0,57.0,29.83,10.0,CALM,0.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,16.0,5
A-1036914,Source2,3,2021-05-20 17:06:31,2021-05-20 19:01:22,40.660778,-74.000816,,,0.0,Two lanes blocked due to accident on I-278 Brooklyn Queens Expy Eastbound at 26th St.,Brooklyn Queens Expy,Brooklyn,Kings,NY,11232,US,US/Eastern,KJRB,2021-05-20 16:51:00,71.0,71.0,26.0,30.38,10.0,CALM,0.0,0.0,Fair,False,False,False,False,False,False,False,False,True,False,False,False,False,Day,Day,Day,Day,17.0,5
A-1037819,Source2,2,2021-05-20 07:23:28,2021-05-20 07:54:49,32.7962,-96.809486,,,0.0,Accident on TX-354-LOOP Mckinnon St at Wolf St.,Wolf St,Dallas,Dallas,TX,75201,US,US/Central,KDAL,2021-05-20 07:30:00,69.0,69.0,81.0,29.39,10.0,CALM,0.0,0.0,Cloudy,False,False,True,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day,7.0,1
A-1042005,Source2,2,2021-05-17 11:32:50,2021-05-17 12:32:19,41.504162,-81.64076999999997,,,0.0,Accident on US-20 Euclid Ave at 70th St.,Euclid Ave,Cleveland,Cuyahoga,OH,44103,US,US/Eastern,KBKL,2021-05-17 11:53:00,73.0,73.0,39.0,29.63,10.0,CALM,0.0,0.0,Partly Cloudy,False,False,True,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,11.0,22
A-1044424,Source2,2,2021-05-14 16:07:26,2021-05-14 16:36:35,42.352291,-71.04660799999998,,,0.0,Accident on Seaport Blvd at Thomson Pl.,Fan Pier Blvd,Boston,Suffolk,MA,02210-2143,US,US/Eastern,KBOS,2021-05-14 15:54:00,76.0,76.0,23.0,30.09,10.0,W,12.0,0.0,Mostly Cloudy,True,False,True,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day,16.0,18
A-1048702,Source2,2,2021-05-12 04:49:17,2021-05-12 05:49:10,41.631191,-93.707451,,,0.0,Accident on 66th St at Madison Ave.,66th St,Urbandale,Polk,IA,50322-3320,US,US/Central,KDSM,2021-05-12 04:54:00,41.0,41.0,65.0,29.38,10.0,CALM,0.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Day,Day,4.0,5
A-1057172,Source2,3,2021-05-05 04:21:11,2021-05-05 05:37:30,42.205631,-71.065086,,,0.0,Right lane blocked due to accident on I-93 Southbound after MA-28 Randolph Ave.,N Main St,Randolph,Norfolk,MA,02368,US,US/Eastern,KMQE,2021-05-05 03:53:00,49.0,49.0,90.0,29.74,10.0,ENE,3.0,0.01,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Day,4.0,1
A-1059230,Source2,2,2021-05-04 07:18:47,2021-05-04 09:20:48,39.135342,-84.507401,,,0.0,Accident on Euclid Ave at Martin Luther King Dr.,Euclid Ave,Cincinnati,Hamilton,OH,45219-2119,US,US/Eastern,KLUK,2021-05-04 06:53:00,61.0,61.0,100.0,29.21,8.0,CALM,0.0,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,7.0,18
A-1105826,Source2,2,2021-03-25 18:30:50,2021-03-25 19:55:58,40.86085900000001,-77.558479,,,0.0,Lane blocked due to accident on PA-45 Penns Valley Rd both ways at Kline Rd.,Penns Valley Rd,Spring Mills,Centre,PA,16875-8302,US,US/Eastern,KUNV,2021-03-25 18:53:00,63.0,63.0,68.0,28.56,10.0,CALM,0.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,True,False,False,False,Day,Day,Day,Day,18.0,1
A-1108185,Source2,2,2021-03-24 10:30:00,2021-03-24 11:47:48,35.386051,-97.52124,,,0.0,Accident on Walker Ave at 80th St.,S Walker Ave,Oklahoma City,Oklahoma,OK,73139-9475,US,US/Central,KOKC,2021-03-24 10:52:00,48.0,42.0,68.0,28.55,10.0,N,14.0,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,True,False,False,False,Day,Day,Day,Day,10.0,18
A-1108420,Source2,2,2021-03-24 10:22:26,2021-03-24 12:15:00,36.118969,-95.85112,,,0.0,Accident on Garnett Rd at 31st St.,E 31st St,Tulsa,Tulsa,OK,74146-1708,US,US/Central,KTUL,2021-03-24 09:53:00,52.0,52.0,66.0,29.17,10.0,NNW,14.0,0.0,Partly Cloudy,False,False,True,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day,10.0,22
A-1108601,Source2,2,2021-03-24 13:45:53,2021-03-24 15:05:35,37.49522,-122.229469,,,0.0,Accident on US-101 Southbound after Exit 409 Whipple Ave.,Bayshore Fwy S,Redwood City,San Mateo,CA,94063,US,US/Pacific,KSQL,2021-03-24 13:53:00,66.0,66.0,19.0,30.02,10.0,WSW,9.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,13.0,5
